PlayerID,PlayerName,TeamAbbr,TeamID,TeamName
14207,Lok1,CES,4998.0,Collateral eSports
14206,tozz,DXG,388.0,DivisionX Gaming
14205,Lewin,KANTIC,2151.0,Kantic Gaming
14204,CHiDORi,TIA,4322.0,TiAMAT
14203,Omelette,TIA,4322.0,TiAMAT
14202,PyPyy,TIA,4322.0,TiAMAT
14201,Lizxotl,TIA,4322.0,TiAMAT
14200,EnsEns,TIA,4322.0,TiAMAT
14199,peekpeekpeek,5RS,4328.0,5Ravens
14198,isch97,5RS,4328.0,5Ravens
14197,Jerry,5RS,4328.0,5Ravens
14196,Noisy,DOM,4860.0,DOMINUS
14195,zHk,5RS,4328.0,5Ravens
14194,Roy,ICE,5378.0,Innocent Cats Esports
14192,KillerMiller,BURT,6704.0,Burton n Friends
14167,FaceKid,MAGM,5841.0,Magma
14164,nmgreen,SLIM,5817.0,slime slats
14163,peter,ICON,6989.0,Iconic
14162,kaz,ICON,6989.0,Iconic
14159,MISSING,UYU,6202.0,UYU
14154,Jarda,ES,6433.0,Team Spain
14152,Yebesore,TROP,6484.0,Tropinha do TIKTOK
